codigo;sitio;ano;transecto
ISPMLM-201113-DT-I-M-2;Los Morritos;2013;2
ISPMLM-201113-DT-I-P-1;Los Morritos;2013;3
ISPMLM-201113-DT-I-P-2;Los Morritos;2013;4
ISPMLM-201113-GL-D-P-1;Los Morritos;2013;5
ISPMLM-201113-GL-D-P-2;Los Morritos;2013;6
ISPMLM-201113-SD-D-M-1;Los Morritos;2013;7
ISPMLM-201113-SD-D-M-2;Los Morritos;2013;8
ISPMLM-201113-SD-D-S-1;Los Morritos;2013;9
ISPMLM-201113-SD-D-S-2;Los Morritos;2013;10
ISPMLM-201113-SD-I-S-1;Los Morritos;2013;11
ISPMLM-201113-SD-I-S-2;Los Morritos;2013;12
ISPMPR-201113-DT-D-P-1;Punta Rabijunco;2013;1
ISPMPR-201113-DT-D-P-2;Punta Rabijunco;2013;2
ISPMPR-201113-DT-I-P-1;Punta Rabijunco;2013;3
ISPMPR-201113-DT-I-P-2;Punta Rabijunco;2013;4
ISPMPR-201113-NB-D-M-1;Punta Rabijunco;2013;5
ISPMPR-201113-NB-D-M-2;Punta Rabijunco;2013;6
ISPMPR-201113-NB-D-S-1;Punta Rabijunco;2013;7
ISPMPR-201113-NB-D-S-2;Punta Rabijunco;2013;8
ISPMPR-201113-NB-I-M-1;Punta Rabijunco;2013;9
ISPMPR-201113-NB-I-M-2;Punta Rabijunco;2013;10
ISPMPR-201113-NB-I-S-1;Punta Rabijunco;2013;11
ISPMPR-201113-NB-I-S-2;Punta Rabijunco;2013;12
ISPMAC-271014-DL-D-M-1;Arroyo del Cartelón;2014;1
ISPMAC-271014-FP-D-M-2;Arroyo del Cartelón;2014;2
ISPMAC-271014-FP-D-M-3;Arroyo del Cartelón;2014;3
ISPMAC-271014-FP-D-M-4;Arroyo del Cartelón;2014;4
ISPMAC-271014-FP-D-M-5;Arroyo del Cartelón;2014;5
ISPMAC-271014-FP-D-M-6;Arroyo del Cartelón;2014;6
ISPMAC-271014-FP-D-M-7;Arroyo del Cartelón;2014;7
ISPMAC-271014-FP-D-M-8;Arroyo del Cartelón;2014;8
ISPMAC-271014-FP-D-M-9;Arroyo del Cartelón;2014;9
ISPMAC-271014-GR-I-M-1;Arroyo del Cartelón;2014;10
ISPMAC-271014-GR-I-M-2;Arroyo del Cartelón;2014;11
ISPMAC-271014-JC-D-P-1;Arroyo del Cartelón;2014;12
ISPMAC-271014-JC-D-P-2;Arroyo del Cartelón;2014;13
ISPMAC-271014-JC-I-P-1;Arroyo del Cartelón;2014;14
ISPMAC-271014-JC-I-P-2;Arroyo del Cartelón;2014;15
ISPMAC-271014-SD-D-S-1;Arroyo del Cartelón;2014;16
ISPMAC-271014-SD-D-S-2;Arroyo del Cartelón;2014;17
ISPMAC-271014-SD-I-S-1;Arroyo del Cartelón;2014;18
ISPMAC-271014-SD-I-S-2;Arroyo del Cartelón;2014;19
ISPMBB-271014-DL-I-M-1;Barra baya;2014;1
ISPMBB-271014-DL-I-M-2;Barra baya;2014;2
ISPMBB-271014-GR-D-M-1;Barra baya;2014;3
ISPMBB-271014-GR-D-M-2;Barra baya;2014;4
ISPMBB-271014-JC-D-P-1;Barra baya;2014;5
ISPMBB-271014-JC-D-P-2;Barra baya;2014;6
ISPMBB-271014-JC-I-P-1;Barra baya;2014;7
ISPMBB-271014-JC-I-P-2;Barra baya;2014;8
ISPMBB-271014-LE-D-S-1;Barra baya;2014;9
ISPMBB-271014-LE-D-S-2;Barra baya;2014;10
ISPMBB-271014-LE-I-S-1;Barra baya;2014;11
ISPMBB-271014-LE-I-S-2;Barra baya;2014;12
ISPMCR-281014-DL-I-M-1;Cueva de la Reserva;2014;1
ISPMCR-281014-DL-I-M-2;Cueva de la Reserva;2014;2
ISPMCR-281014-GR-D-M-1;Cueva de la Reserva;2014;3
ISPMCR-281014-GR-D-M-2;Cueva de la Reserva;2014;4
ISPMCR-281014-JC-D-P-1;Cueva de la Reserva;2014;5
ISPMCR-281014-JC-D-P-2;Cueva de la Reserva;2014;6
ISPMCR-281014-JC-I-P-1;Cueva de la Reserva;2014;7
ISPMCR-281014-JC-I-P-2;Cueva de la Reserva;2014;8
ISPMCR-281014-LE-D-S-1;Cueva de la Reserva;2014;9
ISPMCR-281014-LE-D-S-2;Cueva de la Reserva;2014;10
ISPMCR-281014-LE-I-S-1;Cueva de la Reserva;2014;11
ISPMCR-281014-LE-I-S-2;Cueva de la Reserva;2014;12
ISPMCB-271014-DL-I-M-1;Cueva del Biólogo;2014;1
ISPMCB-271014-DL-I-M-2;Cueva del Biólogo;2014;2
ISPMCB-271014-GR-D-M-1;Cueva del Biólogo;2014;3
ISPMCB-271014-GR-D-M-2;Cueva del Biólogo;2014;4
ISPMCB-271014-JC-D-P-1;Cueva del Biólogo;2014;5
ISPMCB-271014-JC-D-P-2;Cueva del Biólogo;2014;6
ISPMCB-271014-JC-I-P-1;Cueva del Biólogo;2014;7
ISPMCB-271014-JC-I-P-2;Cueva del Biólogo;2014;8
ISPMCB-271014-LE-D-S-1;Cueva del Biólogo;2014;9
ISPMCB-271014-LE-D-S-2;Cueva del Biólogo;2014;10
ISPMCB-271014-LE-I-S-1;Cueva del Biólogo;2014;11
ISPMCB-271014-LE-I-S-2;Cueva del Biólogo;2014;12
ISPMLM-271014-DL-I-M-1;Los Morritos;2014;1
ISPMLM-271014-DL-I-M-2;Los Morritos;2014;2
ISPMLM-271014-GR-D-M-1;Los Morritos;2014;3
ISPMLM-271014-GR-D-M-2;Los Morritos;2014;4
ISPMLM-271014-JC-D-P-1;Los Morritos;2014;5
ISPMLM-271014-JC-D-P-2;Los Morritos;2014;6
ISPMLM-271014-JC-I-P-1;Los Morritos;2014;7
ISPMLM-271014-JC-I-P-2;Los Morritos;2014;8
ISPMLM-271014-LE-D-S-1;Los Morritos;2014;9
ISPMLM-271014-LE-D-S-2;Los Morritos;2014;10
ISPMLM-271014-LE-I-S-1;Los Morritos;2014;11
ISPMLM-271014-LE-I-S-2;Los Morritos;2014;12
ISPMPR-28014-LE-D-S-1;Punta Rabijunco;2014;1
ISPMPR-28014-LE-D-S-2;Punta Rabijunco;2014;2
ISPMPR-281014-DL-I-M-1;Punta Rabijunco;2014;3
ISPMPR-281014-DL-I-M-2;Punta Rabijunco;2014;4
ISPMPR-281014-GR-D-M-1;Punta Rabijunco;2014;5
ISPMPR-281014-GR-D-M-2;Punta Rabijunco;2014;6
ISPMPR-281014-JC-D-P-1;Punta Rabijunco;2014;7
ISPMPR-281014-JC-D-P-2;Punta Rabijunco;2014;8
ISPMPR-281014-JC-I-P-1;Punta Rabijunco;2014;9
ISPMPR-281014-JC-I-P-2;Punta Rabijunco;2014;10
ISPMPR-281014-LE-I-S-1;Punta Rabijunco;2014;11
ISPMPR-281014-LE-I-S-2;Punta Rabijunco;2014;12
ISPMAC-091115-DT-D-P-1;Arroyo del Cartelón;2015;1
ISPMAC-091115-DT-D-P-2;Arroyo del Cartelón;2015;2
ISPMAC-091115-DT-I-P-1;Arroyo del Cartelón;2015;3
ISPMAC-091115-DT-I-P-2;Arroyo del Cartelón;2015;4
ISPMAC-091115-PR-D-M-1;Arroyo del Cartelón;2015;5
ISPMAC-091115-PR-D-M-2;Arroyo del Cartelón;2015;6
ISPMAC-091115-PR-D-S-1;Arroyo del Cartelón;2015;7
ISPMAC-091115-PR-D-S-2;Arroyo del Cartelón;2015;8
ISPMAC-091115-PR-I-M-1;Arroyo del Cartelón;2015;9
ISPMAC-091115-PR-I-M-2;Arroyo del Cartelón;2015;10
ISPMAC-091115-PR-I-S-1;Arroyo del Cartelón;2015;11
ISPMAC-091115-PR-I-S-2;Arroyo del Cartelón;2015;12
ISPMBB-081115-DT-D-P-1;Barra baya;2015;1
ISPMBB-081115-DT-D-P-2;Barra baya;2015;2
ISPMBB-081115-DT-I-P-1;Barra baya;2015;3
ISPMBB-081115-DT-I-P-2;Barra baya;2015;4
ISPMBB-081115-GR-D-M-1;Barra baya;2015;5
ISPMBB-081115-GR-D-M-2;Barra baya;2015;6
ISPMBB-081115-GR-I-M-1;Barra baya;2015;7
ISPMBB-081115-GR-I-M-2;Barra baya;2015;8
ISPMBB-081115-PR-D-S-1;Barra baya;2015;9
ISPMBB-081115-PR-D-S-2;Barra baya;2015;10
ISPMBB-081115-PR-I-S-1;Barra baya;2015;11
ISPMBB-081115-PR-I-S-2;Barra baya;2015;12
ISPMCB-081115-DT-D-S-1;Cueva del Biólogo;2015;1
ISPMCB-081115-DT-D-S-2;Cueva del Biólogo;2015;2
ISPMCB-081115-DT-I-S-1;Cueva del Biólogo;2015;3
ISPMCB-081115-DT-I-S-2;Cueva del Biólogo;2015;4
ISPMCB-081115-GR-D-P-1;Cueva del Biólogo;2015;5
ISPMCB-081115-GR-D-P-2;Cueva del Biólogo;2015;6
ISPMCB-081115-GR-I-P-1;Cueva del Biólogo;2015;7
ISPMCB-081115-GR-I-P-2;Cueva del Biólogo;2015;8
ISPMCB-081115-PR-D-M-1;Cueva del Biólogo;2015;9
ISPMCB-081115-PR-D-M-2;Cueva del Biólogo;2015;10
ISPMCB-081115-PR-I-M-1;Cueva del Biólogo;2015;11
ISPMCB-081115-PR-I-M-2;Cueva del Biólogo;2015;12
ISPMLM-081115-PR-D-M-1;Los Morritos;2015;1
ISPMLM-081115-PR-D-M-2;Los Morritos;2015;2
ISPMLM-101115-PR-D-P-1;Los Morritos;2015;3
ISPMLM-101115-PR-D-P-2;Los Morritos;2015;4
ISPMLM-101115-PR-I-P-1;Los Morritos;2015;5
ISPMLM-101115-PR-I-P-2;Los Morritos;2015;6
ISPMPR-091115-PR-D-M-1;Punta Rabijunco;2015;1
ISPMPR-091115-PR-D-M-2;Punta Rabijunco;2015;2
ISPMPR-091115-PR-D-P-1;Punta Rabijunco;2015;3
ISPMPR-091115-PR-D-P-2;Punta Rabijunco;2015;4
ISPMPR-091115-PR-D-S-1;Punta Rabijunco;2015;5
ISPMPR-091115-PR-D-S-2;Punta Rabijunco;2015;6
ISPMPR-091115-PR-I-M-1;Punta Rabijunco;2015;7
ISPMPR-091115-PR-I-P-1;Punta Rabijunco;2015;8
ISPMPR-091115-PR-I-P-2;Punta Rabijunco;2015;9
ISPMPR-091115-PR-I-S-1;Punta Rabijunco;2015;10
ISPMPR-091115-PR-I-S-2;Punta Rabijunco;2015;11
